movieId,Director,TopTwoActors,releaseDate
1645,Taylor Hackford,"['Keanu Reeves', 'Al Pacino']",1997-10-17
96616,Sean Anders,"['Adam Sandler', 'Susan Sarandon']",2012-06-14
653,Rob Cohen,"['Dennis Quaid', 'David Thewlis']",1996-05-31
8968,Brett Ratner,"['Pierce Brosnan', 'Salma Hayek']",2004-11-12
92938,Brian Taylor,"['Nicolas Cage', 'Ciarán Hinds']",2011-12-10
4727,John Madden,"['Nicolas Cage', 'Penélope Cruz']",2001-08-17
32017,Adam Shankman,"['Vin Diesel', 'Lauren Graham']",2005-03-04
7376,Kevin Bray,"['Dwayne Johnson', 'Johnny Knoxville']",2004-04-02
356,Robert Zemeckis,"['Tom Hanks', 'Robin Wright']",1994-07-06
56176,Tim Hill,"['Jason Lee', 'David Cross']",2007-12-13
3948,Jay Roach,"['Ben Stiller', 'Robert De Niro']",2000-10-06
48,Mike Gabriel,"['Irene Bedard', 'Mel Gibson']",1995-06-14
2640,Richard Donner,"['Christopher Reeve', 'Marlon Brando']",1978-12-13
788,Tom Shadyac,"['Eddie Murphy', 'Jada Pinkett Smith']",1996-06-26
31685,Andy Tennant,"['Will Smith', 'Eva Mendes']",2005-02-10
1588,Sam Weisman,"['Brendan Fraser', 'Leslie Mann']",1997-07-15
6586,Jesse Dylan,"['Jason Biggs', 'Alyson Hannigan']",2003-08-01
105504,Paul Greengrass,"['Tom Hanks', 'Catherine Keener']",2013-10-10
76293,Shawn Levy,"['Tina Fey', 'Steve Carell']",2010-04-08
158,Brad Silberling,"['Christina Ricci', 'Bill Pullman']",1995-05-26
112171,Antoine Fuqua,"['Denzel Washington', 'Marton Csokas']",2014-09-24
5943,Wayne Wang,"['Jennifer Lopez', 'Ralph Fiennes']",2002-12-13
161,Tony Scott,"['Denzel Washington', 'Gene Hackman']",1995-05-12
47099,Gabriele Muccino,"['Will Smith', 'Jaden Smith']",2006-12-14
37727,Robert Schwentke,"['Jodie Foster', 'Peter Sarsgaard']",2005-09-22
225,Barry Levinson,"['Michael Douglas', 'Demi Moore']",1994-12-09
1835,Brad Silberling,"['Nicolas Cage', 'Meg Ryan']",1998-04-10
6874,Quentin Tarantino,"['Uma Thurman', 'Lucy Liu']",2003-10-10
2770,Frank Oz,"['Steve Martin', 'Eddie Murphy']",1999-08-12
7438,Quentin Tarantino,"['Uma Thurman', 'David Carradine']",2004-04-16
4673,Andrei Konchalovsky,"['Sylvester Stallone', 'Kurt Russell']",1989-12-22
3258,Robert Zemeckis,"['Meryl Streep', 'Bruce Willis']",1992-07-30
3624,Tom Dey,"['Jackie Chan', 'Owen Wilson']",2000-05-26
494,Stuart Baird,"['Kurt Russell', 'Steven Seagal']",1996-03-15
87483,Mark Waters,"['Jim Carrey', 'Carla Gugino']",2011-06-17
59103,Rob Minkoff,"['Jackie Chan', 'Jet Li']",2008-04-18
1320,David Fincher,"['Sigourney Weaver', 'Charles S. Dutton']",1992-05-22
1416,Alan Parker,"['Madonna', 'Antonio Banderas']",1996-12-14
2278,John Frankenheimer,"['Robert De Niro', 'Jean Reno']",1998-09-25
1049,Stephen Hopkins,"['Michael Douglas', 'Val Kilmer']",1996-10-11
117887,Paul King,"['Nicole Kidman', 'Peter Capaldi']",2014-11-27
95720,Akiva Schaffer,"['Ben Stiller', 'Vince Vaughn']",2012-07-26
6219,William Friedkin,"['Tommy Lee Jones', 'Benicio del Toro']",2003-03-11
2676,Jon Turteltaub,"['Anthony Hopkins', 'Cuba Gooding Jr.']",1999-06-04
7150,Bobby Farrelly,"['Matt Damon', 'Greg Kinnear']",2003-12-10
58156,Kent Alterman,"['Will Ferrell', 'Maura Tierney']",2008-02-28
94833,Peter Lord,"['Hugh Grant', 'Brendan Gleeson']",2012-03-12
63062,Clint Eastwood,"['Angelina Jolie', 'Jeffrey Donovan']",2008-01-30
836,Andrew Davis,"['Keanu Reeves', 'Morgan Freeman']",1996-08-02
782,Tony Scott,"['Robert De Niro', 'Wesley Snipes']",1996-08-15
30816,Joel Schumacher,"['Gerard Butler', 'Emmy Rossum']",2004-12-08
55274,Shekhar Kapur,"['Cate Blanchett', 'Clive Owen']",2007-09-09
37386,Karyn Kusama,"['Charlize Theron', 'Marton Csokas']",2005-11-30
6186,Ronald F. Maxwell,"['Stephen Lang', 'Jeff Daniels']",2003-02-21
1427,Robert Butler,"['Ray Liotta', 'Lauren Holly']",1997-01-09
69304,Karey Kirkpatrick,"['Eddie Murphy', 'Thomas Haden Church']",2009-06-19
110297,James Bobin,"['Ricky Gervais', 'Ty Burrell']",2014-03-20
8782,Jonathan Frakes,"['Brady Corbet', 'Soren Fulton']",2004-07-23
83086,Steve Antin,"['Cher', 'Christina Aguilera']",2010-11-23
27721,Jean-Pierre Jeunet,"['Audrey Tautou', 'Gaspard Ulliel']",2004-10-26
2729,Stanley Kubrick,"['James Mason', 'Sue Lyon']",1962-06-13
7477,Jim Gillespie,"['Sylvester Stallone', 'Courtney B. Vance']",2002-01-04
5254,Guillermo del Toro,"['Wesley Snipes', 'Kris Kristofferson']",2002-03-22
64716,Gabriele Muccino,"['Will Smith', 'Rosario Dawson']",2008-12-18
91483,Walter Hill,"['Sylvester Stallone', 'Sung Kang']",2013-01-31
2023,Francis Ford Coppola,"['Al Pacino', 'Diane Keaton']",1990-12-24
39231,Cameron Crowe,"['Orlando Bloom', 'Kirsten Dunst']",2005-10-06
45726,Anthony Russo,"['Kate Hudson', 'Owen Wilson']",2006-07-14
2641,Richard Lester,"['Gene Hackman', 'Christopher Reeve']",1980-12-04
6587,Martin Brest,"['Ben Affleck', 'Jennifer Lopez']",2003-08-01
48326,Steven Zaillian,"['Sean Penn', 'Jude Law']",2006-09-10
3744,John Singleton,"['Samuel L. Jackson', 'Jeffrey Wright']",2000-06-15
1688,Gary Goldman,"['Meg Ryan', 'John Cusack']",1997-11-20
4308,Baz Luhrmann,"['Nicole Kidman', 'Ewan McGregor']",2001-03-09
4885,Harold Becker,"['John Travolta', 'Vince Vaughn']",2001-10-30
136018,Scott Cooper,"['Johnny Depp', 'Joel Edgerton']",2015-09-04
48783,Clint Eastwood,"['Ryan Phillippe', 'Adam Beach']",2006-10-18
71838,F. Gary Gray,"['Jamie Foxx', 'Gerard Butler']",2009-10-15
2314,Jonathan Demme,"['Oprah Winfrey', 'Danny Glover']",1998-10-16
52724,Curtis Hanson,"['Eric Bana', 'Drew Barrymore']",2007-05-01
5989,Steven Spielberg,"['Leonardo DiCaprio', 'Tom Hanks']",2002-12-25
98961,Kathryn Bigelow,"['Jessica Chastain', 'Jason Clarke']",2012-12-19
45501,Peyton Reed,"['Vince Vaughn', 'Jennifer Aniston']",2006-06-01
60397,Phyllida Lloyd,"['Meryl Streep', 'Pierce Brosnan']",2008-07-03
74450,Garry Marshall,"['Jessica Alba', 'Jessica Biel']",2010-02-10
34520,Jay Chandrasekhar,"['Johnny Knoxville', 'Seann William Scott']",2005-08-05
2427,Terrence Malick,"['Sean Penn', 'Adrien Brody']",1998-12-25
88785,David Dobkin,"['Olivia Wilde', 'Ryan Reynolds']",2011-08-05
3174,Miloš Forman,"['Jim Carrey', 'Courtney Love']",1999-12-22
16,Martin Scorsese,"['Robert De Niro', 'Sharon Stone']",1995-11-22
74851,Pierre Morel,"['John Travolta', 'Jonathan Rhys Meyers']",2010-02-05
6294,Paul Hunter,"['Seann William Scott', 'Jaime King']",2003-03-28
3752,Bobby Farrelly,"['Jim Carrey', 'Renée Zellweger']",2000-06-22
72407,Chris Weitz,"['Kristen Stewart', 'Robert Pattinson']",2009-03-15
4306,Andrew Adamson,"['Mike Myers', 'Eddie Murphy']",2001-05-16
84954,George Nolfi,"['Matt Damon', 'Emily Blunt']",2011-03-03
1027,Kevin Reynolds,"['Kevin Costner', 'Morgan Freeman']",1991-06-14
1393,Cameron Crowe,"['Tom Cruise', 'Cuba Gooding Jr.']",1996-12-06
95441,Seth MacFarlane,"['Mark Wahlberg', 'Mila Kunis']",2012-06-29
1784,James L. Brooks,"['Jack Nicholson', 'Helen Hunt']",1997-12-19
2431,Tom Shadyac,"['Robin Williams', 'Philip Seymour Hoffman']",1998-12-25
107348,Adam McKay,"['Will Ferrell', 'Steve Carell']",2013-12-18
5449,Steven Brill,"['Adam Sandler', 'Winona Ryder']",2002-06-28
87306,J.J. Abrams,"['Joel Courtney', 'Elle Fanning']",2011-06-08
3408,Steven Soderbergh,"['Julia Roberts', 'Albert Finney']",2000-03-17
6155,Donald Petrie,"['Kate Hudson', 'Matthew McConaughey']",2003-02-07
112138,Phil Lord,"['Jonah Hill', 'Channing Tatum']",2014-06-05
253,Neil Jordan,"['Brad Pitt', 'Tom Cruise']",1994-11-11
64969,Peyton Reed,"['Jim Carrey', 'Zooey Deschanel']",2008-12-09
160271,Rawson Marshall Thurber,"['Dwayne Johnson', 'Kevin Hart']",2016-06-15
2432,Chris Columbus,"['Julia Roberts', 'Susan Sarandon']",1998-12-25
149352,Sean Anders,"['Will Ferrell', 'Mark Wahlberg']",2015-12-25
118997,Rob Marshall,"['Meryl Streep', 'Emily Blunt']",2014-12-25
44199,Spike Lee,"['Denzel Washington', 'Clive Owen']",2006-03-23
2490,Brian Helgeland,"['Mel Gibson', 'Kris Kristofferson']",1999-02-05
160,Frank Marshall,"['Laura Linney', 'Dylan Walsh']",1995-06-09
91653,Cameron Crowe,"['Matt Damon', 'Scarlett Johansson']",2011-12-22
67197,Alex Proyas,"['Nicolas Cage', 'Rose Byrne']",2009-03-19
44004,Tom Dey,"['Matthew McConaughey', 'Sarah Jessica Parker']",2006-03-10
27839,Hideo Nakata,"['Naomi Watts', 'Simon Baker']",2005-03-17
88163,Glenn Ficarra,"['Steve Carell', 'Julianne Moore']",2011-07-29
8372,Peter Hewitt,"['Bill Murray', 'Breckin Meyer']",2004-06-10
8978,Joe Roth,"['Tim Allen', 'Jamie Lee Curtis']",2004-11-24
89492,Bennett Miller,"['Brad Pitt', 'Jonah Hill']",2011-09-22
292,Wolfgang Petersen,"['Dustin Hoffman', 'Rene Russo']",1995-03-10
109578,Jaume Collet-Serra,"['Liam Neeson', 'Julianne Moore']",2014-01-26
70305,Andy Fickman,"['Dwayne Johnson', 'AnnaSophia Robb']",2009-03-12
44191,James McTeigue,"['Natalie Portman', 'Hugo Weaving']",2006-03-15
6156,David Dobkin,"['Jackie Chan', 'Owen Wilson']",2003-02-06
43869,Matthew O'Callaghan,"['Will Ferrell', 'Drew Barrymore']",2006-02-10
33830,Angela Robinson,"['Lindsay Lohan', 'Michael Keaton']",2005-06-22
4814,Gary Fleder,"['Michael Douglas', 'Sean Bean']",2001-09-28
100163,Tommy Wirkola,"['Jeremy Renner', 'Gemma Arterton']",2013-01-17
5364,Adrian Lyne,"['Richard Gere', 'Diane Lane']",2002-05-10
85056,D.J. Caruso,"['Alex Pettyfer', 'Timothy Olyphant']",2011-02-18
40583,Stephen Gaghan,"['George Clooney', 'Matt Damon']",2005-11-23
138210,Michael Bay,"['James Badge Dale', 'John Krasinski']",2016-01-13
115664,Jorge R. Gutierrez,"['Diego Luna', 'Channing Tatum']",2014-10-01
43871,Richard Loncraine,"['Harrison Ford', 'Paul Bettany']",2006-02-10
1459,Clint Eastwood,"['Clint Eastwood', 'Gene Hackman']",1997-02-14
1586,Ridley Scott,"['Demi Moore', 'Viggo Mortensen']",1997-08-22
1625,David Fincher,"['Michael Douglas', 'Sean Penn']",1997-09-12
45081,Christophe Gans,"['Radha Mitchell', 'Sean Bean']",2006-04-21
3861,Howard Deutch,"['Keanu Reeves', 'Gene Hackman']",2000-08-07
93831,Jon Hurwitz,"['Jason Biggs', 'Alyson Hannigan']",2012-04-04
2058,F. Gary Gray,"['Samuel L. Jackson', 'Kevin Spacey']",1998-07-29
420,John Landis,"['Eddie Murphy', 'Judge Reinhold']",1994-05-24
2004,Joe Dante,"['Zach Galligan', 'Phoebe Cates']",1990-06-15
115170,David Dobkin,"['Robert Duvall', 'Robert Downey Jr.']",2014-10-08
1616,Mimi Leder,"['George Clooney', 'Nicole Kidman']",1997-09-26
8861,Alexander Witt,"['Milla Jovovich', 'Sienna Guillory']",2004-09-10
8969,Beeban Kidron,"['Renée Zellweger', 'Hugh Grant']",2004-11-10
6862,Carl Franklin,"['Denzel Washington', 'Eva Mendes']",2003-10-03
33681,Robert Rodriguez,"['Taylor Lautner', 'Taylor Dooley']",2005-06-10
3285,Danny Boyle,"['Leonardo DiCaprio', 'Guillaume Canet']",2000-02-11
8362,Garry Marshall,"['Kate Hudson', 'John Corbett']",2004-05-27
72489,James McTeigue,"['Rain', 'Naomie Harris']",2009-09-29
2861,Sam Raimi,"['Kevin Costner', 'Kelly Preston']",1999-09-17
762,Andrew Bergman,"['Demi Moore', 'Burt Reynolds']",1996-06-28
81512,Clint Eastwood,"['Matt Damon', 'Bryce Dallas Howard']",2010-10-15
5312,Barbet Schroeder,"['Sandra Bullock', 'Ben Chaplin']",2002-04-19
23,Richard Donner,"['Sylvester Stallone', 'Antonio Banderas']",1995-10-06
50804,Peter Webber,"['Gaspard Ulliel', 'Aaran Thomas']",2007-02-06
2961,Rob Reiner,"['Bruce Willis', 'Michelle Pfeiffer']",1999-10-13
101577,Andrew Niccol,"['Saoirse Ronan', 'Diane Kruger']",2013-03-22
6263,John McTiernan,"['John Travolta', 'Connie Nielsen']",2003-04-18
5506,Clint Eastwood,"['Clint Eastwood', 'Jeff Daniels']",2002-08-04
66198,Tom Tykwer,"['Clive Owen', 'Naomi Watts']",2009-02-03
849,John Carpenter,"['Kurt Russell', 'Stacy Keach']",1996-08-09
2761,Brad Bird,"['Eli Marienthal', 'Jennifer Aniston']",1999-08-06
30810,Wes Anderson,"['Bill Murray', 'Anjelica Huston']",2004-12-10
6187,Alan Parker,"['Kevin Spacey', 'Kate Winslet']",2003-02-21
31867,Stephen Herek,"['Tommy Lee Jones', 'Cedric the Entertainer']",2005-02-25
129937,Jaume Collet-Serra,"['Liam Neeson', 'Ed Harris']",2015-03-11
55118,David Cronenberg,"['Naomi Watts', 'Viggo Mortensen']",2007-09-14
37853,John Stockwell,"['Paul Walker', 'Jessica Alba']",2005-09-30
3053,Luc Besson,"['Milla Jovovich', 'Dustin Hoffman']",1999-10-18
87529,David Gordon Green,"['Danny McBride', 'James Franco']",2011-04-08
1667,Costa-Gavras,"['John Travolta', 'Dustin Hoffman']",1997-11-07
5096,Patrick Read Johnson,"['Joe Mantegna', 'Lara Flynn Boyle']",1994-07-01
191,Roland Joffé,"['Demi Moore', 'Gary Oldman']",1995-10-13
37382,Tony Scott,"['Keira Knightley', 'Mickey Rourke']",2005-09-22
132,William Friedkin,"['David Caruso', 'Linda Fiorentino']",1995-10-13
71254,Brian Taylor,"['Gerard Butler', 'Michael C. Hall']",2009-09-03
100487,Richard LaGravenese,"['Alden Ehrenreich', 'Alice Englert']",2013-02-13
5265,Danny DeVito,"['Robin Williams', 'Catherine Keener']",2002-03-28
148888,Ben Stiller,"['Ben Stiller', 'Owen Wilson']",2016-02-06
7257,George Armitage,"['Owen Wilson', 'Morgan Freeman']",2004-01-30
3326,Mike Nichols,"['Garry Shandling', 'Annette Bening']",2000-03-03
84942,Patrick Lussier,"['Nicolas Cage', 'Amber Heard']",2011-02-24
4887,James Wong,"['Jet Li', 'Jason Statham']",2001-11-02
7193,Renny Harlin,"['Andrew Dice Clay', 'Wayne Newton']",1990-07-11
68073,Richard Curtis,"['Tom Sturridge', 'Philip Seymour Hoffman']",2009-04-01
4034,Steven Soderbergh,"['Michael Douglas', 'Benicio del Toro']",2000-12-27
1291,Steven Spielberg,"['Harrison Ford', 'Sean Connery']",1989-05-24
97936,Joe Wright,"['Keira Knightley', 'Jude Law']",2012-09-06
120466,Neill Blomkamp,"['Sharlto Copley', 'Dev Patel']",2015-03-04
3005,Phillip Noyce,"['Denzel Washington', 'Angelina Jolie']",1999-11-04
5266,David Fincher,"['Jodie Foster', 'Kristen Stewart']",2002-03-29
2890,David O. Russell,"['George Clooney', 'Mark Wahlberg']",1999-09-27
4728,Jerry Zucker,"['Cuba Gooding Jr.', 'Seth Green']",2001-07-30
4874,Iain Softley,"['Jeff Bridges', 'Kevin Spacey']",2001-10-22
4992,James Mangold,"['Meg Ryan', 'Hugh Jackman']",2001-12-25
3968,Harold Ramis,"['Elizabeth Hurley', 'Brendan Fraser']",2000-10-19
4690,Francis Ford Coppola,"['Richard Gere', 'Gregory Hines']",1984-12-14
54997,James Mangold,"['Russell Crowe', 'Christian Bale']",2007-09-06
120635,Olivier Megaton,"['Liam Neeson', 'Forest Whitaker']",2014-12-16
1912,Steven Soderbergh,"['George Clooney', 'Jennifer Lopez']",1998-06-26
784,Ben Stiller,"['Jim Carrey', 'Matthew Broderick']",1996-06-10
2616,Warren Beatty,"['Warren Beatty', 'Al Pacino']",1990-06-15
2763,John McTiernan,"['Pierce Brosnan', 'Rene Russo']",1999-08-06
4867,Penny Marshall,"['Drew Barrymore', 'Steve Zahn']",2001-10-19
2403,Ted Kotcheff,"['Sylvester Stallone', 'Richard Crenna']",1982-10-22
3503,Andrei Tarkovsky,"['Donatas Banionis', 'Natalya Bondarchuk']",1972-03-20
92,Stephen Frears,"['Julia Roberts', 'John Malkovich']",1996-02-23
1569,P.J. Hogan,"['Julia Roberts', 'Dermot Mulroney']",1997-06-19
4639,Joe Roth,"['Julia Roberts', 'Billy Crystal']",2001-07-17
5388,Christopher Nolan,"['Al Pacino', 'Robin Williams']",2002-05-24
1356,Jonathan Frakes,"['Patrick Stewart', 'Jonathan Frakes']",1996-11-21
78467,Jimmy Hayward,"['Josh Brolin', 'John Malkovich']",2010-06-18
647,Edward Zwick,"['Denzel Washington', 'Meg Ryan']",1996-07-04
1485,Tom Shadyac,"['Jim Carrey', 'Maura Tierney']",1997-03-21
161127,Brad Furman,"['Bryan Cranston', 'Diane Kruger']",2016-07-13
355,Brian Levant,"['John Goodman', 'Elizabeth Perkins']",1994-05-26
96861,Olivier Megaton,"['Liam Neeson', 'Maggie Grace']",2012-09-27
6888,David Zucker,"['Pamela Anderson', 'Jenny McCarthy']",2003-10-24
4025,Donald Petrie,"['Sandra Bullock', 'Benjamin Bratt']",2000-12-14
60514,Eric Brevig,"['Brendan Fraser', 'Josh Hutcherson']",2008-07-10
8808,Garry Marshall,"['Anne Hathaway', 'Julie Andrews']",2004-08-06
2803,Alan J. Pakula,"['Julia Roberts', 'Denzel Washington']",1993-12-16
350,Joel Schumacher,"['Susan Sarandon', 'Tommy Lee Jones']",1994-07-20
56587,Rob Reiner,"['Jack Nicholson', 'Morgan Freeman']",2007-12-25
3256,Phillip Noyce,"['Harrison Ford', 'Anne Archer']",1992-06-04
33499,Robert Luketic,"['Jennifer Lopez', 'Jane Fonda']",2005-05-13
104879,Denis Villeneuve,"['Hugh Jackman', 'Jake Gyllenhaal']",2013-09-18
4776,Antoine Fuqua,"['Denzel Washington', 'Ethan Hawke']",2001-10-05
3175,Dean Parisot,"['Tim Allen', 'Sigourney Weaver']",1999-12-23
4388,Keenen Ivory Wayans,"['Anna Faris', 'Marlon Wayans']",2001-07-04
91094,James Bobin,"['Amy Adams', 'Jason Segel']",2011-11-22
2167,Stephen Norrington,"['Wesley Snipes', 'Stephen Dorff']",1998-08-21
31225,Thomas Carter,"['Samuel L. Jackson', 'Rob Brown']",2005-01-14
5293,Roger Michell,"['Ben Affleck', 'Samuel L. Jackson']",2002-04-07
1499,Luis Llosa,"['Jennifer Lopez', 'Ice Cube']",1997-04-11
3825,David McNally,"['Piper Perabo', 'Adam Garcia']",2000-07-30
6942,Richard Curtis,"['Keira Knightley', 'Heike Makatsch']",2003-09-07
2355,Andrew Stanton,"['Kevin Spacey', 'Julia Louis-Dreyfus']",1998-11-25
4865,Albert Hughes,"['Johnny Depp', 'Heather Graham']",2001-10-19
315,Luis Llosa,"['Sylvester Stallone', 'Sharon Stone']",1994-10-07
852,Ron Shelton,"['Kevin Costner', 'Don Johnson']",1996-08-16
26198,Melville Shavelson,"['Lucille Ball', 'Henry Fonda']",1968-04-24
33495,Jesse Dylan,"['Will Ferrell', 'Robert Duvall']",2005-05-13
33004,Garth Jennings,"['Martin Freeman', 'Zooey Deschanel']",2005-01-15
30883,Joel Zwick,"['Kenan Thompson', 'Shedrack Anderson III']",2004-12-12
55232,Russell Mulcahy,"['Milla Jovovich', 'Oded Fehr']",2007-09-20
111617,Frank Coraci,"['Drew Barrymore', 'Adam Sandler']",2014-05-21
42732,Wayne Wang,"['Queen Latifah', 'LL Cool J']",2006-01-13
376,Curtis Hanson,"['Meryl Streep', 'David Strathairn']",1994-09-30
60,Frank Oz,"['Hal Scardino', 'Litefoot']",1995-07-14
95583,Oliver Stone,"['Blake Lively', 'Taylor Kitsch']",2012-07-06
8860,David R. Ellis,"['Chris Evans', 'Kim Basinger']",2004-09-06
6550,Peter Howitt,"['Rowan Atkinson', 'John Malkovich']",2003-04-06
47124,John A. Davis,"['Julia Roberts', 'Meryl Streep']",2006-07-27
2021,David Lynch,"['Kyle MacLachlan', 'Francesca Annis']",1984-12-14
54190,Julie Taymor,"['Evan Rachel Wood', 'Jim Sturgess']",2007-09-14
65130,Sam Mendes,"['Leonardo DiCaprio', 'Kate Winslet']",2008-12-19
43936,Richard Donner,"['Bruce Willis', 'Yasiin Bey']",2006-03-01
61350,Mathieu Kassovitz,"['Vin Diesel', 'Michelle Yeoh']",2008-08-20
1004,John Gray,"['Steven Seagal', 'Keenen Ivory Wayans']",1996-10-04
719,Harold Ramis,"['Michael Keaton', 'Andie MacDowell']",1996-07-19
4056,Sean Penn,"['Jack Nicholson', 'Aaron Eckhart']",2001-01-09
42002,Susan Stroman,"['Matthew Broderick', 'Uma Thurman']",2005-12-25
761,Simon Wincer,"['Billy Zane', 'Kristy Swanson']",1996-06-06
4031,Billy Bob Thornton,"['Matt Damon', 'Henry Thomas']",2000-12-11
14,Oliver Stone,"['Anthony Hopkins', 'Joan Allen']",1995-12-22
74545,Roman Polanski,"['Ewan McGregor', 'Pierce Brosnan']",2010-02-12
1762,Stephen Sommers,"['Treat Williams', 'Famke Janssen']",1998-01-30
50005,Zhang Yimou,"['Chow Yun-fat', 'Gong Li']",2006-12-21
61465,Danny Pang,"['Nicolas Cage', 'Shahkrit Yamnarm']",2008-08-21
4774,Barry Sonnenfeld,"['Tim Allen', 'Rene Russo']",2002-04-05
1055,George P. Cosmatos,"['Charlie Sheen', 'Donald Sutherland']",1997-01-31
90522,Oliver Parker,"['Rowan Atkinson', 'Dominic West']",2011-09-15
97304,Ben Affleck,"['Ben Affleck', 'Bryan Cranston']",2012-10-11
457,Andrew Davis,"['Harrison Ford', 'Tommy Lee Jones']",1993-08-06
75805,Andy Tennant,"['Gerard Butler', 'Jennifer Aniston']",2010-03-16
1061,Barry Levinson,"['Robert De Niro', 'Brad Pitt']",1996-10-18
2402,George P. Cosmatos,"['Sylvester Stallone', 'Richard Crenna']",1985-05-21
79,Brian Gibson,"['Demi Moore', 'Alec Baldwin']",1996-02-02
596,Ben Sharpsteen,"['Mel Blanc', 'Don Brodie']",1940-02-23
42738,Len Wiseman,"['Kate Beckinsale', 'Scott Speedman']",2006-01-12
141004,Paul McGuigan,"['James McAvoy', 'Daniel Radcliffe']",2015-11-10
4019,Gus Van Sant,"['Sean Connery', 'Rob Brown']",2000-12-21
3534,Betty Thomas,"['Sandra Bullock', 'Viggo Mortensen']",2000-04-06
33437,Louis Leterrier,"['Jet Li', 'Morgan Freeman']",2005-02-02
5296,Roger Kumble,"['Cameron Diaz', 'Christina Applegate']",2002-04-12
454,Sydney Pollack,"['Tom Cruise', 'Jeanne Tripplehorn']",1993-06-30
85020,Simon West,"['Jason Statham', 'Ben Foster']",2011-01-13
93510,Phil Lord,"['Channing Tatum', 'Jonah Hill']",2012-03-12
2671,Roger Michell,"['Julia Roberts', 'Hugh Grant']",1999-05-13
3751,Nick Park,"['Mel Gibson', 'Miranda Richardson']",2000-06-21
7173,John Hamburg,"['Ben Stiller', 'Jennifer Aniston']",2004-01-16
122,Reginald Hudlin,"['Eddie Murphy', 'Robin Givens']",1992-06-30
103372,Paul Feig,"['Sandra Bullock', 'Melissa McCarthy']",2013-06-27
97836,Frank Coraci,"['Salma Hayek', 'Kevin James']",2012-10-11
5282,Carl Franklin,"['Ashley Judd', 'Morgan Freeman']",2002-04-03
1353,Barbra Streisand,"['Barbra Streisand', 'Jeff Bridges']",1996-11-15
5065,Mark Pellington,"['Richard Gere', 'Laura Linney']",2002-01-25
69784,Larry Charles,"['Sacha Baron Cohen', 'Richard Bey']",2009-07-08
2990,John Glen,"['Timothy Dalton', 'Carey Lowell']",1989-07-07
85397,Catherine Hardwicke,"['Amanda Seyfried', 'Gary Oldman']",2011-03-11
4167,John Herzfeld,"['Robert De Niro', 'Charlize Theron']",2001-03-01
546,Annabel Jankel,"['Bob Hoskins', 'John Leguizamo']",1993-05-28
36529,Andrew Niccol,"['Nicolas Cage', 'Bridget Moynahan']",2005-09-16
7090,Zhang Yimou,"['Jet Li', 'Tony Leung Chiu-Wai']",2002-12-19
92264,Julie Anne Robinson,"['Katherine Heigl', ""Jason O'Mara""]",2012-01-26
119141,Seth Rogen,"['James Franco', 'Seth Rogen']",2014-12-25
83374,Sngmoo Lee,"['Kate Bosworth', 'Jang Dong-gun']",2010-12-02
76173,Jean-Pierre Jeunet,"['Dany Boon', 'Dominique Pinon']",2009-10-28
5810,Curtis Hanson,"['Eminem', 'Mekhi Phifer']",2002-11-08
4299,Brian Helgeland,"['Heath Ledger', 'Rufus Sewell']",2001-05-11
6686,Gordon Chan,"['Jackie Chan', 'Lee Evans']",2003-08-15
2762,M. Night Shyamalan,"['Bruce Willis', 'Toni Collette']",1999-08-06
91978,Asger Leth,"['Sam Worthington', 'Elizabeth Banks']",2012-01-13
93287,David Frankel,"['Owen Wilson', 'Steve Martin']",2011-10-13
2420,John G. Avildsen,"['Ralph Macchio', 'Pat Morita']",1984-06-22
106916,David O. Russell,"['Christian Bale', 'Bradley Cooper']",2013-12-12
69406,Anne Fletcher,"['Sandra Bullock', 'Ryan Reynolds']",2009-06-01
2881,Bruce Beresford,"['Tommy Lee Jones', 'Ashley Judd']",1999-09-24
2011,Robert Zemeckis,"['Michael J. Fox', 'Christopher Lloyd']",1989-11-20
111360,Luc Besson,"['Scarlett Johansson', 'Morgan Freeman']",2014-07-14
125916,Sam Taylor-Johnson,"['Dakota Johnson', 'Jamie Dornan']",2015-02-11
6566,Robert Rodriguez,"['Antonio Banderas', 'Carla Gugino']",2003-07-25
805,Joel Schumacher,"['Matthew McConaughey', 'Sandra Bullock']",1996-07-24
7161,Shawn Levy,"['Steve Martin', 'Bonnie Hunt']",2003-12-24
107069,Peter Berg,"['Mark Wahlberg', 'Taylor Kitsch']",2013-12-24
3255,Penny Marshall,"['Tom Hanks', 'Geena Davis']",1992-07-01
159858,James Wan,"['Patrick Wilson', 'Vera Farmiga']",2016-05-13
80463,David Fincher,"['Jesse Eisenberg', 'Andrew Garfield']",2010-09-30
66203,Ken Kwapis,"['Ben Affleck', 'Jennifer Aniston']",2009-02-06
44972,David Zucker,"['Anna Faris', 'Regina Hall']",2006-04-13
3273,Wes Craven,"['David Arquette', 'Neve Campbell']",2000-02-03
2012,Robert Zemeckis,"['Michael J. Fox', 'Christopher Lloyd']",1990-05-25
131013,Etan Cohen,"['Will Ferrell', 'Kevin Hart']",2015-03-26
1339,Francis Ford Coppola,"['Gary Oldman', 'Winona Ryder']",1992-11-13
70293,Nora Ephron,"['Meryl Streep', 'Amy Adams']",2009-08-06
101895,Brian Helgeland,"['Chadwick Boseman', 'T.R. Knight']",2013-04-12
3176,Anthony Minghella,"['Matt Damon', 'Gwyneth Paltrow']",1999-12-25
